Cell ID,Birth Frame
601,73
602,74
603,74
604,74
605,75
606,75
607,75
608,76
609,76
610,77
611,77
612,77
613,77
614,77
615,79
616,79
617,79
618,79
619,79
620,79
621,80
622,80
623,80
624,80
625,80
626,81
627,81
628,81
629,81
630,82
631,83
632,83
633,85
634,85
635,86
636,86
637,86
638,86
639,87
640,87
641,88
642,88
643,89
644,89
645,89
646,90
647,90
648,90
649,90
650,91
651,91
652,91
653,91
654,91
655,92
656,93
657,93
658,93
659,93
660,94
661,95
662,95
663,95
664,96
665,96
666,96
667,97
668,97
669,97
670,97
671,98
672,98
673,98
674,98
675,99
676,99
677,99
678,99
679,99
680,100
681,100
682,100
683,100
684,101
685,101
686,101
687,102
688,102
689,102
690,102
691,102
692,102
693,103
694,103
695,103
696,103
697,103
698,103
699,103
700,103
701,104
702,104
703,104
704,105
705,105
706,105
707,105
708,105
709,106
710,106
711,107
712,107
713,107
714,108
715,109
716,109
717,109
718,109
719,109
720,110
721,111
722,112
723,113
724,113
725,114
726,114
727,115
728,115
729,115
730,115
731,116
732,117
733,117
734,117
735,117
736,117
737,119
738,119
739,120
740,120
741,120
742,120
743,120
744,120
745,120
746,120
747,120
748,120
749,121
750,121
751,121
752,121
753,121
754,121
755,121
756,121
757,122
758,122
759,122
760,122
761,123
762,123
763,124
764,124
765,124
766,124
767,124
768,124
769,124
770,125
771,125
772,125
773,125
774,125
775,125
776,125
777,125
778,126
779,126
780,126
781,126
782,127
783,128
784,128
785,128
786,128
787,128
788,128
789,128
790,128
791,128
792,129
793,129
794,129
795,129
796,129
797,129
798,129
799,130
800,130
801,130
802,131
803,131
804,131
805,131
806,132
807,132
808,132
809,132
810,132
811,133
812,133
813,133
814,133
815,133
816,133
817,133
818,133
819,133
820,134
821,134
822,134
823,135
824,135
825,135
826,135
827,135
828,135
829,135
830,135
831,135
832,135
833,137
834,137
835,138
836,138
837,138
838,140
839,140
840,140
841,140
842,141
843,141
844,142
845,142
846,142
847,142
848,142
849,142
850,142
851,142
852,142
853,142
854,142
855,142
856,143
857,143
858,143
859,144
860,145
861,145
862,145
863,145
864,145
865,145
866,145
867,146
868,146
869,146
870,146
871,146
872,146
873,147
874,148
875,148
876,148
877,148
878,148
879,149
880,149
881,149
882,149
883,149
884,149
885,150
886,150
887,150
888,150
889,150
890,151
891,151
892,151
893,151
894,151
895,151
896,151
897,152
898,152
899,152
900,152
901,152
902,152
903,152
904,153
905,153
906,154
907,154
908,154
909,154
910,154
911,154
912,154
913,154
914,154
915,154
916,154
917,154
918,154
919,155
920,155
921,155
922,155
923,155
924,155
925,155
926,156
927,156
928,156
929,157
930,157
931,157
932,157
933,157
934,157
935,157
936,157
937,157
938,157
939,157
940,157
941,157
942,157
943,157
944,157
945,157
946,157
947,157
948,158
949,158
950,158
951,158
952,158
953,158
954,158
955,159
956,159
957,159
958,159
959,159
960,159
961,159
962,159
963,159
964,159
965,159
966,159
967,159
968,159
969,159
970,159
971,159
972,159
973,159
974,159
975,159
976,159
977,159
978,159
979,159
980,159
981,159
982,159
983,159
984,159
985,159
986,159
987,159
988,159
989,159
990,159
991,159
992,159
993,159
994,159
995,159
996,159
997,159
998,159
999,159
1000,159
1001,159
1002,159
1003,159
1004,159
1005,159
1006,159
1007,159
1008,159
1009,159
1010,159
1011,159
1012,159
1013,159
1014,159
1015,159
1016,159
1017,159
1018,159
1019,159
1020,159
1021,159
1022,159
1023,159
1024,159
1025,159
1026,159
1027,159
1028,159
1029,159
1030,159
1031,159
1032,159
1033,159
1034,159
1035,159
1036,159
1037,159
1038,159
1039,159
1040,159
1041,159
1042,159
1043,159
1044,159
1045,159
1046,159
1047,159
1048,159
1049,159
1050,159
1051,159
1052,159
1053,159
1054,159
1055,160
1056,160
1057,161
1058,161
1059,161
1060,161
